,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,short_name,long_name,age,height_cm,weight_kg,nationality,overall,potential,value_eur,wage_eur,team_position
16129,16129,16129,16129,16129,16129,16129,16129,16129,16129,16129,16129,16129,16129,16129,16129,16129,16129,16129,16129,16129,16129,16129,16129,16783,M. Leca,Marius Leca,18,181,75,Romania,56,72,170000,1000,SUB
16130,16130,16130,16130,16130,16130,16130,16130,16130,16130,16130,16130,16130,16130,16130,16130,16130,16130,16130,16130,16130,16130,16130,16130,16784,T. Hölscher,Timo Hölscher,19,177,68,Germany,56,72,190000,1000,RES
16131,16131,16131,16131,16131,16131,16131,16131,16131,16131,16131,16131,16131,16131,16131,16131,16131,16131,16131,16131,16131,16131,16131,16131,16785,D. Palmieri,Delio Palmieri,18,177,73,France,56,72,180000,1000,RES
16132,16132,16132,16132,16132,16132,16132,16132,16132,16132,16132,16132,16132,16132,16132,16132,16132,16132,16132,16132,16132,16132,16132,16132,16786,D. Sesay,David Sesay,20,184,75,England,56,71,180000,1000,LB
16133,16133,16133,16133,16133,16133,16133,16133,16133,16133,16133,16133,16133,16133,16133,16133,16133,16133,16133,16133,16133,16133,16133,16133,16787,M. Roseth,Martin Ove Roseth,20,188,78,Norway,56,71,190000,1000,RES
16134,16134,16134,16134,16134,16134,16134,16134,16134,16134,16134,16134,16134,16134,16134,16134,16134,16134,16134,16134,16134,16134,16134,16134,16788,T. Howe,Teddy Howe,20,177,69,England,56,71,180000,2000,RES
16135,16135,16135,16135,16135,16135,16135,16135,16135,16135,16135,16135,16135,16135,16135,16135,16135,16135,16135,16135,16135,16135,16135,16135,16789,A. Bradley,Alex Bradley,20,178,64,Finland,56,71,200000,2000,SUB
16136,16136,16136,16136,16136,16136,16136,16136,16136,16136,16136,16136,16136,16136,16136,16136,16136,16136,16136,16136,16136,16136,16136,16136,16790,R. Clampin,Ryan Clampin,20,180,70,England,56,71,180000,2000,LB
16137,16137,16137,16137,16137,16137,16137,16137,16137,16137,16137,16137,16137,16137,16137,16137,16137,16137,16137,16137,16137,16137,16137,16137,16791,R. Norrington-Davies,Rhys Norrington-Davies,20,186,75,Wales,56,71,180000,1000,LB
16138,16138,16138,16138,16138,16138,16138,16138,16138,16138,16138,16138,16138,16138,16138,16138,16138,16138,16138,16138,16138,16138,16138,16138,16792,R. Akbari,Rahmat Akbari,19,180,68,Australia,56,71,190000,1000,SUB
16139,16139,16139,16139,16139,16139,16139,16139,16139,16139,16139,16139,16139,16139,16139,16139,16139,16139,16139,16139,16139,16139,16139,16139,16793,G. Walker,Glenn Walker,21,180,75,Norway,56,71,190000,1000,SUB
16140,16140,16140,16140,16140,16140,16140,16140,16140,16140,16140,16140,16140,16140,16140,16140,16140,16140,16140,16140,16140,16140,16140,16140,16794,O. Klitten,Oliver Klitten,19,183,68,Denmark,56,71,190000,2000,SUB
16141,16141,16141,16141,16141,16141,16141,16141,16141,16141,16141,16141,16141,16141,16141,16141,16141,16141,16141,16141,16141,16141,16141,16141,16795,K. Lewis-Potter,Keane Lewis-Potter,18,175,66,England,56,71,190000,1000,RES
16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16142,16796,O. Bailey,Owen Bailey,20,183,77,England,56,71,190000,4000,RES
16143,16143,16143,16143,16143,16143,16143,16143,16143,16143,16143,16143,16143,16143,16143,16143,16143,16143,16143,16143,16143,16143,16143,16143,16797,L. Gibbens,Lewis Gibbens,18,182,71,England,56,71,170000,1000,RES
16144,16144,16144,16144,16144,16144,16144,16144,16144,16144,16144,16144,16144,16144,16144,16144,16144,16144,16144,16144,16144,16144,16144,16144,16798,Y. Kaiser,Yves Kaiser,21,182,76,Switzerland,56,71,190000,3000,RES
16145,16145,16145,16145,16145,16145,16145,16145,16145,16145,16145,16145,16145,16145,16145,16145,16145,16145,16145,16145,16145,16145,16145,16145,16799,H. Andersson,Helmer Andersson,17,190,76,Sweden,56,71,170000,1000,SUB
16146,16146,16146,16146,16146,16146,16146,16146,16146,16146,16146,16146,16146,16146,16146,16146,16146,16146,16146,16146,16146,16146,16146,16146,16800,B. Jerez,Benjamín Jerez,20,171,72,Chile,56,71,180000,1000,SUB
16147,16147,16147,16147,16147,16147,16147,16147,16147,16147,16147,16147,16147,16147,16147,16147,16147,16147,16147,16147,16147,16147,16147,16147,16801,L. Scales,Liam Scales,20,193,86,Republic of Ireland,56,71,190000,1000,LCB
16148,16148,16148,16148,16148,16148,16148,16148,16148,16148,16148,16148,16148,16148,16148,16148,16148,16148,16148,16148,16148,16148,16148,16148,16802,N. Farrugia,Neil Farrugia,20,178,76,Republic of Ireland,56,71,200000,1000,SUB
16149,16149,16149,16149,16149,16149,16149,16149,16149,16149,16149,16149,16149,16149,16149,16149,16149,16149,16149,16149,16149,16149,16149,16149,16803,A. Alsanati,André Alsanati,19,164,60,Sweden,56,71,190000,1000,SUB
16150,16150,16150,16150,16150,16150,16150,16150,16150,16150,16150,16150,16150,16150,16150,16150,16150,16150,16150,16150,16150,16150,16150,16150,16804,T. Allen,Taylor Allen,19,178,72,England,56,71,190000,2000,SUB
16151,16151,16151,16151,16151,16151,16151,16151,16151,16151,16151,16151,16151,16151,16151,16151,16151,16151,16151,16151,16151,16151,16151,16151,16805,P. Grauschopf,Paul Grauschopf,20,184,74,Germany,56,71,190000,1000,SUB
16152,16152,16152,16152,16152,16152,16152,16152,16152,16152,16152,16152,16152,16152,16152,16152,16152,16152,16152,16152,16152,16152,16152,16152,16806,W. Tanaka,田中 渉,18,169,59,Japan,56,71,180000,1000,RES
16153,16153,16153,16153,16153,16153,16153,16153,16153,16153,16153,16153,16153,16153,16153,16153,16153,16153,16153,16153,16153,16153,16153,16153,16807,Jeong Chee In,정치인 郑治仁,21,182,71,Korea Republic,56,70,200000,1000,SUB
16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16154,16808,N. Cordero,Nicolás Cordero,20,169,69,Argentina,56,70,200000,2000,RES
16155,16155,16155,16155,16155,16155,16155,16155,16155,16155,16155,16155,16155,16155,16155,16155,16155,16155,16155,16155,16155,16155,16155,16155,16809,H. Darling,Harry Darling,19,180,75,England,56,70,180000,1000,SUB
16156,16156,16156,16156,16156,16156,16156,16156,16156,16156,16156,16156,16156,16156,16156,16156,16156,16156,16156,16156,16156,16156,16156,16156,16810,D. Pierias,Dylan Pierias,19,168,63,Australia,56,70,180000,1000,SUB
16157,16157,16157,16157,16157,16157,16157,16157,16157,16157,16157,16157,16157,16157,16157,16157,16157,16157,16157,16157,16157,16157,16157,16157,16811,J. Guzmán,José David Guzmán Pinzón,21,168,62,Colombia,56,70,200000,1000,RES
16158,16158,16158,16158,16158,16158,16158,16158,16158,16158,16158,16158,16158,16158,16158,16158,16158,16158,16158,16158,16158,16158,16158,16158,16812,D. Mushitu,Daniel Mushitu,19,184,84,Sweden,56,70,200000,1000,RES
16159,16159,16159,16159,16159,16159,16159,16159,16159,16159,16159,16159,16159,16159,16159,16159,16159,16159,16159,16159,16159,16159,16159,16159,16813,O. Snorre,Oskar Snorre,20,190,79,Denmark,56,70,170000,1000,SUB
16160,16160,16160,16160,16160,16160,16160,16160,16160,16160,16160,16160,16160,16160,16160,16160,16160,16160,16160,16160,16160,16160,16160,16160,16814,J. Grayson,Joe Grayson,20,178,74,England,56,70,190000,2000,RES
16161,16161,16161,16161,16161,16161,16161,16161,16161,16161,16161,16161,16161,16161,16161,16161,16161,16161,16161,16161,16161,16161,16161,16161,16815,M. Dulca,Marco Dulca,20,175,65,Romania,56,70,200000,1000,SUB
16162,16162,16162,16162,16162,16162,16162,16162,16162,16162,16162,16162,16162,16162,16162,16162,16162,16162,16162,16162,16162,16162,16162,16162,16816,B. Berríos,Benjamín Berríos,21,168,65,Chile,56,70,200000,1000,SUB
16163,16163,16163,16163,16163,16163,16163,16163,16163,16163,16163,16163,16163,16163,16163,16163,16163,16163,16163,16163,16163,16163,16163,16163,16817,K. Guessoum,Kelyan Guessoum,20,175,69,France,56,70,190000,2000,SUB
16164,16164,16164,16164,16164,16164,16164,16164,16164,16164,16164,16164,16164,16164,16164,16164,16164,16164,16164,16164,16164,16164,16164,16164,16818,Y. Oki,沖 悠哉,19,184,82,Japan,56,70,160000,1000,RES
16165,16165,16165,16165,16165,16165,16165,16165,16165,16165,16165,16165,16165,16165,16165,16165,16165,16165,16165,16165,16165,16165,16165,16165,16819,K. Høgh,Kasper Waarst Høgh,18,178,61,Denmark,56,70,190000,1000,SUB
16166,16166,16166,16166,16166,16166,16166,16166,16166,16166,16166,16166,16166,16166,16166,16166,16166,16166,16166,16166,16166,16166,16166,16166,16820,J. Nieva,Juan Diego Nieva Guzmán,20,178,71,Colombia,56,70,190000,1000,RAM
16167,16167,16167,16167,16167,16167,16167,16167,16167,16167,16167,16167,16167,16167,16167,16167,16167,16167,16167,16167,16167,16167,16167,16167,16821,M. Sheaf,Max Sheaf,19,183,75,England,56,70,190000,1000,LCM
16168,16168,16168,16168,16168,16168,16168,16168,16168,16168,16168,16168,16168,16168,16168,16168,16168,16168,16168,16168,16168,16168,16168,16168,16822,F. Botișeriu,Flavius Botișeriu,20,179,74,Germany,56,70,180000,1000,SUB
16169,16169,16169,16169,16169,16169,16169,16169,16169,16169,16169,16169,16169,16169,16169,16169,16169,16169,16169,16169,16169,16169,16169,16169,16823,M. Steinwender,Michael Steinwender,19,190,76,Austria,56,70,180000,2000,RES
16170,16170,16170,16170,16170,16170,16170,16170,16170,16170,16170,16170,16170,16170,16170,16170,16170,16170,16170,16170,16170,16170,16170,16170,16824,K. Björklund,Kalle Björklund,20,190,80,Sweden,56,70,190000,1000,SUB
16171,16171,16171,16171,16171,16171,16171,16171,16171,16171,16171,16171,16171,16171,16171,16171,16171,16171,16171,16171,16171,16171,16171,16171,16825,N. Mickelson,Nicholas Mickelson,19,185,80,Norway,56,70,180000,1000,RES
16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16172,16826,G. Crețu,Geani Crețu,19,176,69,Romania,56,70,190000,1000,RES
16173,16173,16173,16173,16173,16173,16173,16173,16173,16173,16173,16173,16173,16173,16173,16173,16173,16173,16173,16173,16173,16173,16173,16173,16827,L. Gilboy,Lewis Gilboy,19,175,68,England,56,70,190000,1000,RES
16174,16174,16174,16174,16174,16174,16174,16174,16174,16174,16174,16174,16174,16174,16174,16174,16174,16174,16174,16174,16174,16174,16174,16174,16828,M. Fernandes,Michael Fernandes,20,178,70,England,56,70,200000,2000,SUB
16175,16175,16175,16175,16175,16175,16175,16175,16175,16175,16175,16175,16175,16175,16175,16175,16175,16175,16175,16175,16175,16175,16175,16175,16829,D. De Vita,Dario De Vita,19,189,77,Germany,56,70,180000,1000,RES
16176,16176,16176,16176,16176,16176,16176,16176,16176,16176,16176,16176,16176,16176,16176,16176,16176,16176,16176,16176,16176,16176,16176,16176,16830,C. Borțoneanu,Claudiu Borțoneanu,19,174,71,Romania,56,70,190000,1000,RES
16177,16177,16177,16177,16177,16177,16177,16177,16177,16177,16177,16177,16177,16177,16177,16177,16177,16177,16177,16177,16177,16177,16177,16177,16831,R. Cruz,Ricardo Cruz,21,173,74,Mexico,56,69,170000,3000,SUB
16178,16178,16178,16178,16178,16178,16178,16178,16178,16178,16178,16178,16178,16178,16178,16178,16178,16178,16178,16178,16178,16178,16178,16178,16832,Y. Khormi,Yahya Khormi,21,171,67,Saudi Arabia,56,69,170000,3000,RES
16179,16179,16179,16179,16179,16179,16179,16179,16179,16179,16179,16179,16179,16179,16179,16179,16179,16179,16179,16179,16179,16179,16179,16179,16833,D. Kasumu,David Kasumu,19,180,70,Nigeria,56,69,170000,1000,SUB
16180,16180,16180,16180,16180,16180,16180,16180,16180,16180,16180,16180,16180,16180,16180,16180,16180,16180,16180,16180,16180,16180,16180,16180,16834,C. O'Keeffe,Corey O'Keeffe,21,184,70,Republic of Ireland,56,69,160000,1000,SUB
16181,16181,16181,16181,16181,16181,16181,16181,16181,16181,16181,16181,16181,16181,16181,16181,16181,16181,16181,16181,16181,16181,16181,16181,16835,S. Nombe,Sam Nombe,20,180,75,England,56,69,180000,2000,SUB
16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16836,I. Ünal,İsmail Ünal,21,181,73,Turkey,56,69,140000,1000,RES
16183,16183,16183,16183,16183,16183,16183,16183,16183,16183,16183,16183,16183,16183,16183,16183,16183,16183,16183,16183,16183,16183,16183,16183,16837,C. Borchgrevink,Christian Dahle Borchgrevink,20,182,72,Norway,56,69,160000,1000,SUB
16184,16184,16184,16184,16184,16184,16184,16184,16184,16184,16184,16184,16184,16184,16184,16184,16184,16184,16184,16184,16184,16184,16184,16184,16838,J. Rankin-Costello,Joe Rankin-Costello,19,183,74,England,56,69,170000,2000,RES
16185,16185,16185,16185,16185,16185,16185,16185,16185,16185,16185,16185,16185,16185,16185,16185,16185,16185,16185,16185,16185,16185,16185,16185,16839,H. Bellman,Henrik Bellman,20,170,65,Sweden,56,69,170000,1000,RES
16186,16186,16186,16186,16186,16186,16186,16186,16186,16186,16186,16186,16186,16186,16186,16186,16186,16186,16186,16186,16186,16186,16186,16186,16840,Y. Zouma,Yoan Zouma,21,193,85,France,56,69,160000,1000,LCB
16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16187,16841,J. Scholz,Jonas Scholz,20,189,85,Germany,56,69,160000,1000,SUB
16188,16188,16188,16188,16188,16188,16188,16188,16188,16188,16188,16188,16188,16188,16188,16188,16188,16188,16188,16188,16188,16188,16188,16188,16842,N. Almas,Naif Almas,19,180,75,Saudi Arabia,56,69,160000,3000,RES
16189,16189,16189,16189,16189,16189,16189,16189,16189,16189,16189,16189,16189,16189,16189,16189,16189,16189,16189,16189,16189,16189,16189,16189,16843,Wu Shaocong,吴少聪,19,192,75,China PR,56,69,170000,2000,RES
16190,16190,16190,16190,16190,16190,16190,16190,16190,16190,16190,16190,16190,16190,16190,16190,16190,16190,16190,16190,16190,16190,16190,16190,16844,A. Driscoll-Glennon,Anthony Driscoll-Glennon,19,175,72,England,56,69,150000,3000,RES
16191,16191,16191,16191,16191,16191,16191,16191,16191,16191,16191,16191,16191,16191,16191,16191,16191,16191,16191,16191,16191,16191,16191,16191,16845,A. Canchano,Andrés Canchano,20,168,70,Colombia,56,69,160000,1000,RES
16192,16192,16192,16192,16192,16192,16192,16192,16192,16192,16192,16192,16192,16192,16192,16192,16192,16192,16192,16192,16192,16192,16192,16192,16846,E. Carratala Jimenez,Ernesto Carratala Jimenez,19,176,71,Germany,56,69,170000,1000,RES
16193,16193,16193,16193,16193,16193,16193,16193,16193,16193,16193,16193,16193,16193,16193,16193,16193,16193,16193,16193,16193,16193,16193,16193,16847,B. Essele,Boris Essele,19,189,75,Cameroon,56,69,140000,1000,SUB
16194,16194,16194,16194,16194,16194,16194,16194,16194,16194,16194,16194,16194,16194,16194,16194,16194,16194,16194,16194,16194,16194,16194,16194,16848,R. Roosken,Ruben Roosken,19,183,70,Netherlands,56,69,150000,1000,RES
16195,16195,16195,16195,16195,16195,16195,16195,16195,16195,16195,16195,16195,16195,16195,16195,16195,16195,16195,16195,16195,16195,16195,16195,16849,H. Duman,Hasan Huseyin Duman,20,180,75,Norway,56,68,160000,1000,SUB
16196,16196,16196,16196,16196,16196,16196,16196,16196,16196,16196,16196,16196,16196,16196,16196,16196,16196,16196,16196,16196,16196,16196,16196,16850,L. Jones,Louis Jones,20,185,74,England,56,68,130000,1000,RES
16197,16197,16197,16197,16197,16197,16197,16197,16197,16197,16197,16197,16197,16197,16197,16197,16197,16197,16197,16197,16197,16197,16197,16197,16851,S. Pedersen,Sebastian Pedersen,20,177,69,Norway,56,68,160000,1000,SUB
16198,16198,16198,16198,16198,16198,16198,16198,16198,16198,16198,16198,16198,16198,16198,16198,16198,16198,16198,16198,16198,16198,16198,16198,16852,L. Butroid,Lewis Butroid,20,175,67,England,56,68,150000,2000,SUB
16199,16199,16199,16199,16199,16199,16199,16199,16199,16199,16199,16199,16199,16199,16199,16199,16199,16199,16199,16199,16199,16199,16199,16199,16853,L. Davies,Leon Davies,19,180,70,England,56,68,140000,1000,SUB
16200,16200,16200,16200,16200,16200,16200,16200,16200,16200,16200,16200,16200,16200,16200,16200,16200,16200,16200,16200,16200,16200,16200,16200,16854,J. Law,Jason Law,20,178,71,England,56,68,150000,2000,SUB
16201,16201,16201,16201,16201,16201,16201,16201,16201,16201,16201,16201,16201,16201,16201,16201,16201,16201,16201,16201,16201,16201,16201,16201,16855,S. Alzate,Steven Alzate,20,180,65,England,56,68,160000,5000,RES
16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16202,16856,D. Jończy,Dominik Jończy,22,189,83,Poland,56,68,150000,1000,SUB
16203,16203,16203,16203,16203,16203,16203,16203,16203,16203,16203,16203,16203,16203,16203,16203,16203,16203,16203,16203,16203,16203,16203,16203,16857,Jo Yong Jae,조용재 赵永载,21,173,68,Korea Republic,56,68,160000,1000,RES
16204,16204,16204,16204,16204,16204,16204,16204,16204,16204,16204,16204,16204,16204,16204,16204,16204,16204,16204,16204,16204,16204,16204,16204,16858,K. Al Dubaysh,Khaled Al Dubaysh,20,178,70,Saudi Arabia,56,68,150000,2000,SUB
16205,16205,16205,16205,16205,16205,16205,16205,16205,16205,16205,16205,16205,16205,16205,16205,16205,16205,16205,16205,16205,16205,16205,16205,16859,D. McNamara,Dan McNamara,20,180,69,England,56,68,150000,2000,RB
16206,16206,16206,16206,16206,16206,16206,16206,16206,16206,16206,16206,16206,16206,16206,16206,16206,16206,16206,16206,16206,16206,16206,16206,16860,A. Lyons,Andrew Lyons,18,173,58,Republic of Ireland,56,68,140000,1000,SUB
16207,16207,16207,16207,16207,16207,16207,16207,16207,16207,16207,16207,16207,16207,16207,16207,16207,16207,16207,16207,16207,16207,16207,16207,16861,L. Shabani,Laorent Shabani,19,180,78,Albania,56,68,160000,1000,SUB
16208,16208,16208,16208,16208,16208,16208,16208,16208,16208,16208,16208,16208,16208,16208,16208,16208,16208,16208,16208,16208,16208,16208,16208,16862,P. Niyongabire,Pacifique Niyongabire,19,180,78,Burundi,56,68,160000,1000,SUB
16209,16209,16209,16209,16209,16209,16209,16209,16209,16209,16209,16209,16209,16209,16209,16209,16209,16209,16209,16209,16209,16209,16209,16209,16863,S. van Dijck,Stan van Dijck,18,195,86,Netherlands,56,68,140000,1000,RES
16210,16210,16210,16210,16210,16210,16210,16210,16210,16210,16210,16210,16210,16210,16210,16210,16210,16210,16210,16210,16210,16210,16210,16210,16864,P. Okonkwo,Patrick Okonkwo,21,183,79,Nigeria,56,68,160000,1000,SUB
16211,16211,16211,16211,16211,16211,16211,16211,16211,16211,16211,16211,16211,16211,16211,16211,16211,16211,16211,16211,16211,16211,16211,16211,16865,M. Fuentes,Michael Andrés Fuentes Vadulli,21,170,71,Chile,56,68,160000,1000,SUB
16212,16212,16212,16212,16212,16212,16212,16212,16212,16212,16212,16212,16212,16212,16212,16212,16212,16212,16212,16212,16212,16212,16212,16212,16866,K. Yamada,山田 康太,19,175,60,Japan,56,68,150000,1000,RES
16213,16213,16213,16213,16213,16213,16213,16213,16213,16213,16213,16213,16213,16213,16213,16213,16213,16213,16213,16213,16213,16213,16213,16213,16867,L. Kerrigan,Liam Kerrigan,19,171,65,Republic of Ireland,56,68,160000,1000,SUB
16214,16214,16214,16214,16214,16214,16214,16214,16214,16214,16214,16214,16214,16214,16214,16214,16214,16214,16214,16214,16214,16214,16214,16214,16868,W. Pleśnierowicz,Wiktor Pleśnierowicz,18,184,75,Poland,56,68,140000,1000,RES
16215,16215,16215,16215,16215,16215,16215,16215,16215,16215,16215,16215,16215,16215,16215,16215,16215,16215,16215,16215,16215,16215,16215,16215,16869,H. Salem,Hussain Salem,21,174,68,Saudi Arabia,56,68,150000,3000,SUB
16216,16216,16216,16216,16216,16216,16216,16216,16216,16216,16216,16216,16216,16216,16216,16216,16216,16216,16216,16216,16216,16216,16216,16216,16870,I. Olaofe,Isaac Olaofe,19,178,82,England,56,68,160000,2000,RES
16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16217,16872,A. Toptik,Azad Toptik,20,178,65,Turkey,56,68,160000,2000,RES
16218,16218,16218,16218,16218,16218,16218,16218,16218,16218,16218,16218,16218,16218,16218,16218,16218,16218,16218,16218,16218,16218,16218,16218,16873,B. Michel,Benji Michel,21,178,75,United States,56,68,160000,1000,SUB
16219,16219,16219,16219,16219,16219,16219,16219,16219,16219,16219,16219,16219,16219,16219,16219,16219,16219,16219,16219,16219,16219,16219,16219,16874,I. Karamoko,Ibrahim Karamoko,18,187,78,France,56,68,150000,1000,SUB
16220,16220,16220,16220,16220,16220,16220,16220,16220,16220,16220,16220,16220,16220,16220,16220,16220,16220,16220,16220,16220,16220,16220,16220,16875,S. Delos,Shaquil Delos,20,175,70,France,56,68,150000,1000,SUB
16221,16221,16221,16221,16221,16221,16221,16221,16221,16221,16221,16221,16221,16221,16221,16221,16221,16221,16221,16221,16221,16221,16221,16221,16876,C. Boyd-Munce,Caolán Boyd-Munce,19,180,69,Northern Ireland,56,68,150000,1000,RES
16222,16222,16222,16222,16222,16222,16222,16222,16222,16222,16222,16222,16222,16222,16222,16222,16222,16222,16222,16222,16222,16222,16222,16222,16877,M. Spychała,Mateusz Spychała,21,169,63,Poland,56,68,150000,1000,RES
16223,16223,16223,16223,16223,16223,16223,16223,16223,16223,16223,16223,16223,16223,16223,16223,16223,16223,16223,16223,16223,16223,16223,16223,16878,P. Keny,Philippe Paulin Keny,20,186,80,Senegal,56,68,160000,1000,SUB
16224,16224,16224,16224,16224,16224,16224,16224,16224,16224,16224,16224,16224,16224,16224,16224,16224,16224,16224,16224,16224,16224,16224,16224,16879,P. Bachmeier,Philipp Bachmeier,20,188,78,Germany,56,68,130000,1000,RES
16225,16225,16225,16225,16225,16225,16225,16225,16225,16225,16225,16225,16225,16225,16225,16225,16225,16225,16225,16225,16225,16225,16225,16225,16880,C. Sabanci,Cem Sabanci,19,183,65,Germany,56,68,160000,1000,SUB
16226,16226,16226,16226,16226,16226,16226,16226,16226,16226,16226,16226,16226,16226,16226,16226,16226,16226,16226,16226,16226,16226,16226,16226,16881,J. Munsters,Joep Munsters,17,187,73,Netherlands,56,68,130000,1000,RES
16227,16227,16227,16227,16227,16227,16227,16227,16227,16227,16227,16227,16227,16227,16227,16227,16227,16227,16227,16227,16227,16227,16227,16227,16882,C. Pizarro,Cristian Pizarro,18,168,67,Chile,56,68,140000,1000,RES
16228,16228,16228,16228,16228,16228,16228,16228,16228,16228,16228,16228,16228,16228,16228,16228,16228,16228,16228,16228,16228,16228,16228,16228,16883,J. Garza,Jesús Garza,19,165,62,Mexico,56,68,160000,5000,SUB
16229,16229,16229,16229,16229,16229,16229,16229,16229,16229,16229,16229,16229,16229,16229,16229,16229,16229,16229,16229,16229,16229,16229,16229,16884,C. van den Berg,Connor van den Berg,18,185,74,Netherlands,56,68,120000,1000,SUB
16230,16230,16230,16230,16230,16230,16230,16230,16230,16230,16230,16230,16230,16230,16230,16230,16230,16230,16230,16230,16230,16230,16230,16230,16885,L. Soszyński,Łukasz Soszyński,21,179,69,Poland,56,68,150000,1000,RES
16231,16231,16231,16231,16231,16231,16231,16231,16231,16231,16231,16231,16231,16231,16231,16231,16231,16231,16231,16231,16231,16231,16231,16231,16886,Lee Sang Su,Sang Su Lee,20,185,85,Korea Republic,56,68,150000,1000,RES
16232,16232,16232,16232,16232,16232,16232,16232,16232,16232,16232,16232,16232,16232,16232,16232,16232,16232,16232,16232,16232,16232,16232,16232,16887,R. Feely,Rory Feely,22,191,76,Republic of Ireland,56,67,140000,1000,RB
16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16233,16888,J. McMillan,Jack McMillan,21,183,77,Scotland,56,67,140000,1000,LB
16234,16234,16234,16234,16234,16234,16234,16234,16234,16234,16234,16234,16234,16234,16234,16234,16234,16234,16234,16234,16234,16234,16234,16234,16889,M. Zeroual,Mohamed Zeroual,20,166,69,Belgium,56,67,160000,2000,RES
16235,16235,16235,16235,16235,16235,16235,16235,16235,16235,16235,16235,16235,16235,16235,16235,16235,16235,16235,16235,16235,16235,16235,16235,16890,T. Ryan,Tadhg Ryan,22,181,74,Republic of Ireland,56,67,120000,1000,SUB
16236,16236,16236,16236,16236,16236,16236,16236,16236,16236,16236,16236,16236,16236,16236,16236,16236,16236,16236,16236,16236,16236,16236,16236,16891,T. Heward-Belle,Thomas Heward-Belle,22,192,80,Australia,56,67,120000,1000,SUB
16237,16237,16237,16237,16237,16237,16237,16237,16237,16237,16237,16237,16237,16237,16237,16237,16237,16237,16237,16237,16237,16237,16237,16237,16892,L. Gibson,Liam Gibson,22,185,71,England,56,67,140000,1000,SUB
16238,16238,16238,16238,16238,16238,16238,16238,16238,16238,16238,16238,16238,16238,16238,16238,16238,16238,16238,16238,16238,16238,16238,16238,16893,L. Obexer,Linus Obexer,22,177,72,Switzerland,56,67,140000,1000,SUB
16239,16239,16239,16239,16239,16239,16239,16239,16239,16239,16239,16239,16239,16239,16239,16239,16239,16239,16239,16239,16239,16239,16239,16239,16894,L. Dias,Lucas Dias,20,185,80,France,56,67,130000,2000,SUB
16240,16240,16240,16240,16240,16240,16240,16240,16240,16240,16240,16240,16240,16240,16240,16240,16240,16240,16240,16240,16240,16240,16240,16240,16895,M. Miño,Marcelo Agustín Miño,21,184,80,Argentina,56,67,130000,1000,SUB
16241,16241,16241,16241,16241,16241,16241,16241,16241,16241,16241,16241,16241,16241,16241,16241,16241,16241,16241,16241,16241,16241,16241,16241,16896,M. Al Hamad,Muteb Al Hamad,20,173,68,Saudi Arabia,56,67,160000,3000,SUB
